la,total1864noservices,total1864,total65noservices,total65,year,la_clean,lacode_string_orig,total_requests,total_noservices,noservices_percent,noservices_1864_perc,noservices_65_perc,imd19_extent,idaopi19_avgscore,health19_avgscore,imd15_avgscore,imd15_extent,idaopi15_avgscore,health15_avgscore
Derby,1045,2845,2030,6120,2017,Derby,E06000015,8965,3075,34.300056,36.731106,33.169933,.3427,.168,.52600002,27.790001,.33649999,.186,.41999999
Derby,1285,3390,1980,6510,2018,Derby,E06000015,9900,3265,32.979797,37.905605,30.414747,.3427,.168,.52600002,27.790001,.33649999,.186,.41999999
Derby,1330,3985,1930,6375,2019,Derby,E06000015,10360,3260,31.467182,33.375156,30.274509,.3427,.168,.52600002,27.790001,.33649999,.186,.41999999
Derby,1475,3020,2270,5885,2020,Derby,E06000015,8905,3745,42.055027,48.841061,38.572643,.3427,.168,.52600002,27.790001,.33649999,.186,.41999999
Derby,1890,3535,2110,5825,2021,Derby,E06000015,9360,4000,42.735043,53.465347,36.223175,.3427,.168,.52600002,27.790001,.33649999,.186,.41999999
Derby,1575,3380,1845,6290,2022,Derby,E06000015,9670,3420,35.367115,46.597633,29.332273,.3427,.168,.52600002,27.790001,.33649999,.186,.41999999
Derby,1885,4345,1660,5935,2023,Derby,E06000015,10280,3545,34.484436,43.383198,27.969671,.3427,.168,.52600002,27.790001,.33649999,.186,.41999999
Leicester,2180,6500,2040,8230,2014,Leicester,E06000016,14730,4220,28.649015,33.53846,24.787363,.37130001,.29800001,.59399998,33.064999,.41749999,.315,.55400002
Leicester,1920,6100,2130,8490,2015,Leicester,E06000016,14590,4050,27.758739,31.47541,25.088339,.37130001,.29800001,.59399998,33.064999,.41749999,.315,.55400002
Leicester UA,1985,5480,2295,7425,2016,Leicester,E06000016,12905,4280,33.16544,36.22263,30.90909,.37130001,.29800001,.59399998,33.064999,.41749999,.315,.55400002
Leicester,1750,5500,2355,7985,2017,Leicester,E06000016,13485,4105,30.441231,31.818182,29.4928,.37130001,.29800001,.59399998,33.064999,.41749999,.315,.55400002
Leicester,2115,5755,2500,8595,2018,Leicester,E06000016,14350,4615,32.160278,36.750652,29.086678,.37130001,.29800001,.59399998,33.064999,.41749999,.315,.55400002
Leicester,1795,5065,2550,8360,2019,Leicester,E06000016,13425,4345,32.36499,35.439289,30.502392,.37130001,.29800001,.59399998,33.064999,.41749999,.315,.55400002
Leicester,1465,4085,1875,6375,2020,Leicester,E06000016,10460,3340,31.931166,35.862911,29.411764,.37130001,.29800001,.59399998,33.064999,.41749999,.315,.55400002
Leicester,1485,4250,1990,7335,2021,Leicester,E06000016,11585,3475,29.995684,34.941177,27.130198,.37130001,.29800001,.59399998,33.064999,.41749999,.315,.55400002
Leicester,1390,3950,1815,7140,2022,Leicester,E06000016,11090,3205,28.89991,35.189873,25.420168,.37130001,.29800001,.59399998,33.064999,.41749999,.315,.55400002
Leicester,1695,4535,2385,8350,2023,Leicester,E06000016,12885,4080,31.664726,37.375965,28.562874,.37130001,.29800001,.59399998,33.064999,.41749999,.315,.55400002
Rutland,0,65,0,370,2014,Rutland,E06000017,435,0,0,0,0,0,.064000003,-1.048,9.6210003,0,.079000004,-.85000002
Rutland,0,55,0,400,2015,Rutland,E06000017,455,0,0,0,0,0,.064000003,-1.048,9.6210003,0,.079000004,-.85000002
Rutland UA5,155,310,560,1395,2016,Rutland,E06000017,1705,715,41.935482,50,40.143368,0,.064000003,-1.048,9.6210003,0,.079000004,-.85000002
Rutland,130,280,435,1210,2017,Rutland,E06000017,1490,565,37.919464,46.42857,35.950413,0,.064000003,-1.048,9.6210003,0,.079000004,-.85000002
Rutland,150,280,630,1440,2018,Rutland,E06000017,1720,780,45.348839,53.57143,43.75,0,.064000003,-1.048,9.6210003,0,.079000004,-.85000002
Rutland,115,235,590,1430,2019,Rutland,E06000017,1665,705,42.342342,48.936169,41.258739,0,.064000003,-1.048,9.6210003,0,.079000004,-.85000002
Rutland,100,275,540,1540,2020,Rutland,E06000017,1815,640,35.261707,36.363636,35.064934,0,.064000003,-1.048,9.6210003,0,.079000004,-.85000002
Rutland,135,330,660,1785,2021,Rutland,E06000017,2115,795,37.588654,40.909092,36.974789,0,.064000003,-1.048,9.6210003,0,.079000004,-.85000002
Rutland,135,350,660,1835,2022,Rutland,E06000017,2185,795,36.384438,38.57143,35.967304,0,.064000003,-1.048,9.6210003,0,.079000004,-.85000002
Rutland,155,320,850,1620,2023,Rutland,E06000017,1940,1005,51.804123,48.4375,52.469135,0,.064000003,-1.048,9.6210003,0,.079000004,-.85000002
Nottingham,325,980,1100,2690,2014,Nottingham,E06000018,3670,1425,38.828339,33.163265,40.892193,.52350003,.23800001,.861,36.926998,.55720001,.259,.85699999
Nottingham,1760,2375,3680,5290,2015,Nottingham,E06000018,7665,5440,70.971947,74.105263,69.565216,.52350003,.23800001,.861,36.926998,.55720001,.259,.85699999
Nottingham UA,1950,4405,1665,5825,2016,Nottingham,E06000018,10230,3615,35.337242,44.267876,28.583691,.52350003,.23800001,.861,36.926998,.55720001,.259,.85699999
Nottingham,2365,6525,1425,6790,2017,Nottingham,E06000018,13315,3790,28.464138,36.245213,20.986746,.52350003,.23800001,.861,36.926998,.55720001,.259,.85699999
Nottingham,2440,6565,1510,6870,2018,Nottingham,E06000018,13435,3950,29.400818,37.166794,21.979622,.52350003,.23800001,.861,36.926998,.55720001,.259,.85699999
Nottingham,2470,6915,1695,8000,2019,Nottingham,E06000018,14915,4165,27.924908,35.719452,21.1875,.52350003,.23800001,.861,36.926998,.55720001,.259,.85699999
Nottingham,2505,6860,1600,8100,2020,Nottingham,E06000018,14960,4105,27.43984,36.516033,19.753086,.52350003,.23800001,.861,36.926998,.55720001,.259,.85699999
Nottingham,2940,7355,1980,8050,2021,Nottingham,E06000018,15405,4920,31.937683,39.972809,24.596273,.52350003,.23800001,.861,36.926998,.55720001,.259,.85699999
Nottingham,2635,7220,1815,8670,2022,Nottingham,E06000018,15890,4450,28.005035,36.495846,20.934256,.52350003,.23800001,.861,36.926998,.55720001,.259,.85699999
Nottingham,2060,6580,1190,7885,2023,Nottingham,E06000018,14465,3250,22.468027,31.306992,15.091947,.52350003,.23800001,.861,36.926998,.55720001,.259,.85699999
Herefordshire,0,1645,770,5175,2014,Herefordshire,E06000019,6820,770,11.290322,0,14.879227,.068700001,.109,-.31200001,19.737,.070200004,.131,-.32800001
Herefordshire,170,1290,1245,4710,2015,Herefordshire,E06000019,6000,1415,23.583334,13.178294,26.433121,.068700001,.109,-.31200001,19.737,.070200004,.131,-.32800001
Herefordshire UA,370,1680,1745,4965,2016,Herefordshire,E06000019,6645,2115,31.828442,22.023809,35.146023,.068700001,.109,-.31200001,19.737,.070200004,.131,-.32800001
Herefordshire County of,200,1440,1240,5305,2017,Herefordshire,E06000019,6745,1440,21.349148,13.888889,23.374176,.068700001,.109,-.31200001,19.737,.070200004,.131,-.32800001
Herefordshire County of,180,980,1040,4945,2018,Herefordshire,E06000019,5925,1220,20.590717,18.367348,21.031345,.068700001,.109,-.31200001,19.737,.070200004,.131,-.32800001
Herefordshire County of,175,895,1470,4950,2019,Herefordshire,E06000019,5845,1645,28.143713,19.553072,29.69697,.068700001,.109,-.31200001,19.737,.070200004,.131,-.32800001
Herefordshire County of,120,700,725,3975,2020,Herefordshire,E06000019,4675,845,18.074867,17.142857,18.238995,.068700001,.109,-.31200001,19.737,.070200004,.131,-.32800001
Herefordshire County of,140,685,1255,4500,2021,Herefordshire,E06000019,5185,1395,26.904531,20.437956,27.888889,.068700001,.109,-.31200001,19.737,.070200004,.131,-.32800001
Herefordshire County of,145,705,1265,4635,2022,Herefordshire,E06000019,5340,1410,26.404495,20.567375,27.292341,.068700001,.109,-.31200001,19.737,.070200004,.131,-.32800001
Herefordshire County of,125,640,1130,5040,2023,Herefordshire,E06000019,5680,1255,22.09507,19.53125,22.420635,.068700001,.109,-.31200001,19.737,.070200004,.131,-.32800001
Telford and the Wrekin,380,1225,780,2510,2014,TelfordandWrekin,E06000020,3735,1160,31.057564,31.020409,31.075697,.26050001,.16599999,.44600001,24.851999,.25979999,.19400001,.41999999
Telford and the Wrekin,590,1840,665,2550,2015,TelfordandWrekin,E06000020,4390,1255,28.5877,32.065216,26.078432,.26050001,.16599999,.44600001,24.851999,.25979999,.19400001,.41999999
Telford and the Wrekin UA,145,770,445,2190,2016,TelfordandWrekin,E06000020,2960,590,19.932432,18.831169,20.319635,.26050001,.16599999,.44600001,24.851999,.25979999,.19400001,.41999999
Telford and Wrekin,100,660,300,1980,2017,TelfordandWrekin,E06000020,2640,400,15.151515,15.151515,15.151515,.26050001,.16599999,.44600001,24.851999,.25979999,.19400001,.41999999
Telford and Wrekin,605,1200,750,2535,2018,TelfordandWrekin,E06000020,3735,1355,36.278446,50.416668,29.585798,.26050001,.16599999,.44600001,24.851999,.25979999,.19400001,.41999999
Telford and Wrekin,2155,3155,1440,4180,2019,TelfordandWrekin,E06000020,7335,3595,49.011589,68.304276,34.44976,.26050001,.16599999,.44600001,24.851999,.25979999,.19400001,.41999999
Telford and Wrekin,1245,2390,1515,4665,2020,TelfordandWrekin,E06000020,7055,2760,39.121189,52.092049,32.475883,.26050001,.16599999,.44600001,24.851999,.25979999,.19400001,.41999999
Telford and Wrekin,1185,2095,1465,4270,2021,TelfordandWrekin,E06000020,6365,2650,41.633934,56.563248,34.309132,.26050001,.16599999,.44600001,24.851999,.25979999,.19400001,.41999999
Telford and Wrekin,1570,2500,1330,4055,2022,TelfordandWrekin,E06000020,6555,2900,44.241039,62.799999,32.799015,.26050001,.16599999,.44600001,24.851999,.25979999,.19400001,.41999999
Telford and Wrekin,1180,2120,785,3575,2023,TelfordandWrekin,E06000020,5695,1965,34.503952,55.660378,21.958042,.26050001,.16599999,.44600001,24.851999,.25979999,.19400001,.41999999
Stoke-on-Trent,3875,6135,4715,6640,2014,Stoke-on-Trent,E06000021,12775,8590,67.240707,63.162186,71.009033,.50730002,.184,1.0369999,34.360001,.48820001,.20999999,.94700003
Stoke-on-Trent,3060,4130,1140,3680,2015,Stoke-on-Trent,E06000021,7810,4200,53.77721,74.09201,30.97826,.50730002,.184,1.0369999,34.360001,.48820001,.20999999,.94700003
Stoke-on-Trent UA,,3550,,3925,2016,Stoke-on-Trent,E06000021,7475,,,,,.50730002,.184,1.0369999,34.360001,.48820001,.20999999,.94700003
Stoke-on-Trent,,2030,,3595,2017,Stoke-on-Trent,E06000021,5625,,,,,.50730002,.184,1.0369999,34.360001,.48820001,.20999999,.94700003
Stoke-on-Trent,,2255,,3745,2018,Stoke-on-Trent,E06000021,6000,,,,,.50730002,.184,1.0369999,34.360001,.48820001,.20999999,.94700003
Stoke-on-Trent,2465,4240,4025,8735,2019,Stoke-on-Trent,E06000021,12975,6490,50.019268,58.136791,46.078991,.50730002,.184,1.0369999,34.360001,.48820001,.20999999,.94700003
Stoke-on-Trent,60,1595,3140,6845,2020,Stoke-on-Trent,E06000021,8440,3200,37.914692,3.7617555,45.872898,.50730002,.184,1.0369999,34.360001,.48820001,.20999999,.94700003
Stoke-on-Trent,85,1635,130,3815,2021,Stoke-on-Trent,E06000021,5450,215,3.9449542,5.1987767,3.4076016,.50730002,.184,1.0369999,34.360001,.48820001,.20999999,.94700003
Stoke-on-Trent,3495,5325,3515,7445,2022,Stoke-on-Trent,E06000021,12770,7010,54.894283,65.633804,47.212894,.50730002,.184,1.0369999,34.360001,.48820001,.20999999,.94700003
Stoke-on-Trent,2875,5275,2485,6940,2023,Stoke-on-Trent,E06000021,12215,5360,43.880474,54.502369,35.806915,.50730002,.184,1.0369999,34.360001,.48820001,.20999999,.94700003
Bath and North East Somerset,1185,1795,1200,3130,2014,BathandNorthEastSomerset,E06000022,4925,2385,48.426395,66.016716,38.338657,.040199999,.096000001,-.66799998,12.094,.042100001,.115,-.537
Bath and North East Somerset,1445,1995,1665,3780,2015,BathandNorthEastSomerset,E06000022,5775,3110,53.852814,72.431076,44.047619,.040199999,.096000001,-.66799998,12.094,.042100001,.115,-.537
Bath and North East Somerset UA,2010,2390,1650,3310,2016,BathandNorthEastSomerset,E06000022,5700,3660,64.210526,84.100418,49.848942,.040199999,.096000001,-.66799998,12.094,.042100001,.115,-.537
Bath and North East Somerset,165,1980,730,3165,2017,BathandNorthEastSomerset,E06000022,5145,895,17.395529,8.333333,23.064772,.040199999,.096000001,-.66799998,12.094,.042100001,.115,-.537
Bath and North East Somerset,295,790,1160,2685,2018,BathandNorthEastSomerset,E06000022,3475,1455,41.870502,37.341774,43.20298,.040199999,.096000001,-.66799998,12.094,.042100001,.115,-.537
Bath and North East Somerset,135,660,665,2890,2019,BathandNorthEastSomerset,E06000022,3550,800,22.535212,20.454546,23.01038,.040199999,.096000001,-.66799998,12.094,.042100001,.115,-.537
Bath and North East Somerset,245,655,990,2955,2020,BathandNorthEastSomerset,E06000022,3610,1235,34.210526,37.404579,33.502537,.040199999,.096000001,-.66799998,12.094,.042100001,.115,-.537
Bath and North East Somerset,285,675,950,2455,2021,BathandNorthEastSomerset,E06000022,3130,1235,39.456867,42.222221,38.696537,.040199999,.096000001,-.66799998,12.094,.042100001,.115,-.537
Bath and North East Somerset,400,925,1190,2945,2022,BathandNorthEastSomerset,E06000022,3870,1590,41.08527,43.243244,40.407471,.040199999,.096000001,-.66799998,12.094,.042100001,.115,-.537
Bath and North East Somerset,545,1920,1360,3475,2023,BathandNorthEastSomerset,E06000022,5395,1905,35.310474,28.385416,39.136692,.040199999,.096000001,-.66799998,12.094,.042100001,.115,-.537
Bristol,1890,4095,1985,5880,2014,Bristol,E06000023,9975,3875,38.847118,46.153847,33.758503,.28799999,.175,.322,27.160999,.29010001,.198,.315
Bristol,2075,3555,2510,6085,2015,Bristol,E06000023,9640,4585,47.562241,58.368496,41.248974,.28799999,.175,.322,27.160999,.29010001,.198,.315
Bristol UA5,4080,5635,4540,8150,2016,Bristol,E06000023,13785,8620,62.531738,72.404617,55.705521,.28799999,.175,.322,27.160999,.29010001,.198,.315
Bristol City of,4525,6025,4080,7230,2017,BristolCityof,E06000023,13255,8605,64.9189,75.103737,56.431534,.28799999,.175,.322,27.160999,.29010001,.198,.315
Bristol City of,3965,5475,3300,6100,2018,BristolCityof,E06000023,11575,7265,62.76458,72.42009,54.098362,.28799999,.175,.322,27.160999,.29010001,.198,.315
Bristol City of,5070,7105,3830,7725,2019,BristolCityof,E06000023,14830,8900,60.013485,71.3582,49.579288,.28799999,.175,.322,27.160999,.29010001,.198,.315
Bristol City of,2900,5670,1675,6675,2020,BristolCityof,E06000023,12345,4575,37.05954,51.146385,25.093634,.28799999,.175,.322,27.160999,.29010001,.198,.315
Bristol City of,3230,6145,1910,6845,2021,BristolCityof,E06000023,12990,5140,39.568897,52.563061,27.90358,.28799999,.175,.322,27.160999,.29010001,.198,.315
Bristol City of,3230,5975,2250,7200,2022,BristolCityof,E06000023,13175,5480,41.593929,54.058578,31.25,.28799999,.175,.322,27.160999,.29010001,.198,.315
Bristol City of,3675,6275,2330,6880,2023,BristolCityof,E06000023,13155,6005,45.648041,58.565739,33.86628,.28799999,.175,.322,27.160999,.29010001,.198,.315
North Somerset,190,1750,1010,5870,2014,NorthSomerset,E06000024,7620,1200,15.748032,10.857142,17.206133,.1151,.104,-.26300001,15.783,.1103,.124,-.223
North Somerset,160,1370,1100,5540,2015,NorthSomerset,E06000024,6910,1260,18.234444,11.678832,19.855597,.1151,.104,-.26300001,15.783,.1103,.124,-.223
North Somerset UA,205,1635,895,5885,2016,NorthSomerset,E06000024,7520,1100,14.62766,12.538226,15.208157,.1151,.104,-.26300001,15.783,.1103,.124,-.223
North Somerset,675,1940,2620,6820,2017,NorthSomerset,E06000024,8760,3295,37.614155,34.793816,38.416424,.1151,.104,-.26300001,15.783,.1103,.124,-.223
North Somerset,675,2240,2950,8535,2018,NorthSomerset,E06000024,10775,3625,33.642693,30.133928,34.56356,.1151,.104,-.26300001,15.783,.1103,.124,-.223
North Somerset,1000,2810,2240,8530,2019,NorthSomerset,E06000024,11340,3240,28.571428,35.587189,26.260258,.1151,.104,-.26300001,15.783,.1103,.124,-.223
North Somerset,1075,2940,2115,8015,2020,NorthSomerset,E06000024,10955,3190,29.119123,36.564625,26.388023,.1151,.104,-.26300001,15.783,.1103,.124,-.223
North Somerset,485,1850,1645,7705,2021,NorthSomerset,E06000024,9555,2130,22.291994,26.216217,21.349773,.1151,.104,-.26300001,15.783,.1103,.124,-.223
North Somerset,400,1650,1230,5910,2022,NorthSomerset,E06000024,7560,1630,21.560846,24.242424,20.812183,.1151,.104,-.26300001,15.783,.1103,.124,-.223
North Somerset,930,2415,2535,7020,2023,NorthSomerset,E06000024,9435,3465,36.72496,38.509315,36.111111,.1151,.104,-.26300001,15.783,.1103,.124,-.223
South Gloucestershire,430,585,2260,3615,2014,SouthGloucestershire,E06000025,4200,2690,64.047623,73.504272,62.517288,.0126,.086999997,-.81300002,11.358,.0104,.106,-.85699999
South Gloucestershire,260,485,1530,3120,2015,SouthGloucestershire,E06000025,3605,1790,49.653259,53.608246,49.03846,.0126,.086999997,-.81300002,11.358,.0104,.106,-.85699999
South Gloucestershire UA,275,735,785,3550,2016,SouthGloucestershire,E06000025,4285,1060,24.737455,37.414967,22.112677,.0126,.086999997,-.81300002,11.358,.0104,.106,-.85699999
South Gloucestershire,240,735,965,3975,2017,SouthGloucestershire,E06000025,4710,1205,25.583864,32.653061,24.27673,.0126,.086999997,-.81300002,11.358,.0104,.106,-.85699999
South Gloucestershire,200,1175,855,4795,2018,SouthGloucestershire,E06000025,5970,1055,17.671692,17.021276,17.831074,.0126,.086999997,-.81300002,11.358,.0104,.106,-.85699999
South Gloucestershire,285,1260,830,4910,2019,SouthGloucestershire,E06000025,6170,1115,18.071312,22.619047,16.904278,.0126,.086999997,-.81300002,11.358,.0104,.106,-.85699999
South Gloucestershire,205,1210,580,4580,2020,SouthGloucestershire,E06000025,5790,785,13.557858,16.942148,12.663755,.0126,.086999997,-.81300002,11.358,.0104,.106,-.85699999
South Gloucestershire,555,1610,1075,5575,2021,SouthGloucestershire,E06000025,7185,1630,22.686152,34.47205,19.282511,.0126,.086999997,-.81300002,11.358,.0104,.106,-.85699999
South Gloucestershire,830,2460,2035,8270,2022,SouthGloucestershire,E06000025,10730,2865,26.700838,33.739838,24.607014,.0126,.086999997,-.81300002,11.358,.0104,.106,-.85699999
South Gloucestershire,1035,2845,2350,8420,2023,SouthGloucestershire,E06000025,11265,3385,30.048824,36.379612,27.909739,.0126,.086999997,-.81300002,11.358,.0104,.106,-.85699999
Plymouth,920,2825,2550,7225,2014,Plymouth,E06000026,10050,3470,34.527363,32.566372,35.294117,.30599999,.153,.66600001,26.643,.30000001,.17299999,.66600001
Plymouth,1010,3285,2535,8155,2015,Plymouth,E06000026,11440,3545,30.987762,30.745813,31.085224,.30599999,.153,.66600001,26.643,.30000001,.17299999,.66600001
Plymouth UA,915,3000,1825,7550,2016,Plymouth,E06000026,10550,2740,25.971563,30.5,24.172186,.30599999,.153,.66600001,26.643,.30000001,.17299999,.66600001
Plymouth,1010,3020,1495,7360,2017,Plymouth,E06000026,10380,2505,24.132948,33.44371,20.3125,.30599999,.153,.66600001,26.643,.30000001,.17299999,.66600001
Plymouth,970,3345,1540,8020,2018,Plymouth,E06000026,11365,2510,22.08535,28.998505,19.201996,.30599999,.153,.66600001,26.643,.30000001,.17299999,.66600001
Plymouth,1080,3925,1990,9205,2019,Plymouth,E06000026,13130,3070,23.381569,27.515924,21.618685,.30599999,.153,.66600001,26.643,.30000001,.17299999,.66600001
Plymouth,1540,4540,2730,10065,2020,Plymouth,E06000026,14605,4270,29.236563,33.920704,27.123695,.30599999,.153,.66600001,26.643,.30000001,.17299999,.66600001
Plymouth,1430,4025,2815,8235,2021,Plymouth,E06000026,12260,4245,34.624798,35.52795,34.183365,.30599999,.153,.66600001,26.643,.30000001,.17299999,.66600001
Plymouth,1425,3805,2930,8225,2022,Plymouth,E06000026,12030,4355,36.201164,37.450722,35.6231,.30599999,.153,.66600001,26.643,.30000001,.17299999,.66600001
Plymouth,2380,4140,3610,7895,2023,Plymouth,E06000026,12035,5990,49.7715,57.487923,45.725143,.30599999,.153,.66600001,26.643,.30000001,.17299999,.66600001
Torbay,60,810,180,3480,2014,Torbay,E06000027,4290,240,5.5944057,7.4074073,5.1724138,.29120001,.17399999,.50400001,28.788,.31040001,.198,.56800002
Torbay,40,1365,105,4385,2015,Torbay,E06000027,5750,145,2.5217392,2.930403,2.3945267,.29120001,.17399999,.50400001,28.788,.31040001,.198,.56800002
Torbay UA,55,1735,110,4680,2016,Torbay,E06000027,6415,165,2.5720966,3.1700289,2.3504274,.29120001,.17399999,.50400001,28.788,.31040001,.198,.56800002
Torbay,30,1635,85,4560,2017,Torbay,E06000027,6195,115,1.8563358,1.8348624,1.8640351,.29120001,.17399999,.50400001,28.788,.31040001,.198,.56800002
Torbay,75,1600,115,4650,2018,Torbay,E06000027,6250,190,3.04,4.6875,2.4731183,.29120001,.17399999,.50400001,28.788,.31040001,.198,.56800002
Torbay,175,1705,195,4505,2019,Torbay,E06000027,6210,370,5.9581323,10.263929,4.3285236,.29120001,.17399999,.50400001,28.788,.31040001,.198,.56800002
Torbay,100,1505,115,3905,2020,Torbay,E06000027,5410,215,3.974122,6.6445184,2.9449425,.29120001,.17399999,.50400001,28.788,.31040001,.198,.56800002
Torbay,80,1955,175,6465,2021,Torbay,E06000027,8420,255,3.0285037,4.0920715,2.7068832,.29120001,.17399999,.50400001,28.788,.31040001,.198,.56800002
Torbay,55,1870,160,6700,2022,Torbay,E06000027,8570,215,2.5087514,2.9411764,2.3880596,.29120001,.17399999,.50400001,28.788,.31040001,.198,.56800002
Torbay,65,1970,250,6720,2023,Torbay,E06000027,8690,315,3.6248562,3.2994924,3.7202382,.29120001,.17399999,.50400001,28.788,.31040001,.198,.56800002
Bournemouth,205,1835,260,5580,2014,Bournemouth,E06000028,7415,465,6.2710724,11.171662,4.6594982,,,,21.847,.1742,.184,.067000002
Bournemouth,230,1730,665,5300,2015,Bournemouth,E06000028,7030,895,12.731153,13.294798,12.54717,,,,21.847,.1742,.184,.067000002
Bournemouth UA,345,2170,375,4655,2016,Bournemouth,E06000028,6825,720,10.549451,15.898618,8.0558538,,,,21.847,.1742,.184,.067000002
Bournemouth,445,2190,315,4555,2017,Bournemouth,E06000028,6745,760,11.267606,20.319635,6.9154773,,,,21.847,.1742,.184,.067000002
Bournemouth,455,2215,270,4405,2018,Bournemouth,E06000028,6620,725,10.951662,20.541761,6.1293983,,,,21.847,.1742,.184,.067000002
Poole,230,1450,1290,5605,2014,Poole,E06000029,7055,1520,21.545004,15.862069,23.015165,,,,15.219,.061500002,.132,-.21600001
Poole,125,1690,975,5810,2015,Poole,E06000029,7500,1100,14.666667,7.3964496,16.781412,,,,15.219,.061500002,.132,-.21600001
Poole UA3,70,825,310,2135,2016,Poole,E06000029,2960,380,12.837838,8.484848,14.519906,,,,15.219,.061500002,.132,-.21600001
Poole,45,1155,135,3505,2017,Poole,E06000029,4660,180,3.8626609,3.8961039,3.8516405,,,,15.219,.061500002,.132,-.21600001
Poole,60,1070,220,2990,2018,Poole,E06000029,4060,280,6.8965516,5.6074767,7.3578596,,,,15.219,.061500002,.132,-.21600001
Swindon,675,1490,2030,5540,2014,Swindon,E06000030,7030,2705,38.477951,45.302013,36.642601,.1566,.131,.0070000002,17.857,.1459,.153,-.13500001
Swindon,920,2030,2065,5220,2015,Swindon,E06000030,7250,2985,41.172413,45.320198,39.559387,.1566,.131,.0070000002,17.857,.1459,.153,-.13500001
Swindon UA,910,2360,1570,6220,2016,Swindon,E06000030,8580,2480,28.904428,38.559322,25.241158,.1566,.131,.0070000002,17.857,.1459,.153,-.13500001
Swindon,1145,2600,1690,5580,2017,Swindon,E06000030,8180,2835,34.657703,44.03846,30.286737,.1566,.131,.0070000002,17.857,.1459,.153,-.13500001
