"Year","UTLA18CD","UTLA18NM","Pop_Est_Total","Grants_Inside_AEF","Grants_Outside_AEF","Grants_LSSG_ABG","Grants_RSG","Income_Rates","Police_Grant","Central_Gov_Funding_Total","Central_Gov_Funding_Total_PerCap"
2017,"E08000011","Knowsley",148560,172779.641782325,75408,0,1432.72728812662,96593.3398126092,25968.2869514584,372181.995834519,2.50526383841222
2018,"E08000011","Knowsley",149571,158693.729698042,69630,0,1266.51315997512,103792.499086127,26030.3664491784,359413.108393323,2.40295985447261
2002,"E09000022","Lambeth",273041,104426.387117305,103430.790502789,NA,211132.032419095,91608.9777971662,37602.4984354053,548200.686271761,2.00775959021451
2003,"E09000022","Lambeth",272195,189356.203563388,123946.913318747,NA,233363.162962789,84566.3404727933,39841.8313008963,671074.451618613,2.46541799672519
2004,"E09000022","Lambeth",274262,176073.020506866,209327.811273381,NA,258300.601106188,82267.0222771445,41440.9327404601,767409.387904041,2.79808864481423
2005,"E09000022","Lambeth",277620,174285.404348329,218621.009738783,NA,259035.514216036,97069.4741686039,43466.4745792963,792477.877051049,2.85454173709044
2006,"E09000022","Lambeth",280524,346085.937469473,219731.485645013,NA,37363.9303673091,193561.175755562,36968.6202369757,833711.149474333,2.97197797505502
2007,"E09000022","Lambeth",284964,357613.671141369,237311.680982335,NA,34133.1304570771,203393.802180238,38029.1135574272,870481.398318446,3.05470655352411
2008,"E09000022","Lambeth",289126,358119.170124758,244401.968930463,20141,30455.3285381599,218775.19823273,38981.7975986414,910874.463424752,3.15044120357475
2009,"E09000022","Lambeth",294050,411760.30626342,282744.796096087,22042.3579661758,47536.4331108955,205953.385638999,40118.0152793911,1010155.29435497,3.4353181239754
2010,"E09000022","Lambeth",297650,408900.014609573,290319.780548149,40415.8753878778,32615.5164048356,224611.176477192,41159.4286295532,1038021.79205718,3.48739053269673
2011,"E09000022","Lambeth",304481,433741.678305574,305039.644993112,944.532395942815,62206.8333026384,201248.351456845,41852.407494655,1045033.44794877,3.43217950528528
2012,"E09000022","Lambeth",309366,347538.4687012,303861.041303634,199.235857309925,4709.49145024337,242960.688803951,39154.9283188144,938423.854435154,3.03337747016529
2013,"E09000022","Lambeth",312700,384000.49109553,275527.178223639,0,154308.495759646,131613.325038747,72805.9875796232,1018255.47769719,3.25633347520686
2014,"E09000022","Lambeth",316637,378670.460131382,273457.478238981,146,127062.233879484,139056.38289315,74294.7658351326,992687.32097813,3.13509577521935
2015,"E09000022","Lambeth",320736,336515.100954651,270041.181951625,95,93607.9092504497,141419.636313204,70825.5347773664,912504.363247297,2.84503256025921
2016,"E09000022","Lambeth",323063,349378.354243991,263512.36213643,0,75538.3253687515,141456.074356369,70163.1707745991,900048.28688014,2.78598380774072
2017,"E09000022","Lambeth",324048,345087.483866897,247955.107426928,0,53556,183322.433006183,69108.2862553783,899029.310555387,2.7743708048048
2018,"E09000022","Lambeth",325917,421878.645183897,220750.665407983,0,0,270746.732094466,62505.3583620311,975881.401048377,2.99426357338947
2002,"E10000017","Lancashire",1138374,157165.219171368,217823.508117875,NA,417763.837394618,379448.196313437,78073.0460778156,1250273.80707511,1.09829792939325
2003,"E10000017","Lancashire",1144581,194526.551034975,233015.549787486,NA,505403.348786272,360243.427097897,84357.9193355878,1377546.79604222,1.20353805981596
2004,"E10000017","Lancashire",1149463,224699.516534591,298200.50630115,NA,564098.368639576,345170.449062917,86254.7729354599,1518423.61347369,1.32098520219763
2005,"E10000017","Lancashire",1154308,264123.572273132,312710.704994858,NA,549957.508228014,414067.163296511,89466.1418291681,1630325.09062168,1.41238308200383
2006,"E10000017","Lancashire",1159140,840790.651327159,331656.6592332,NA,68716.9178130033,355986.163874679,80739.9400961145,1677890.33234416,1.44753035210946
2007,"E10000017","Lancashire",1161832,889009.21042377,353708.617094586,NA,63590.7643012575,378916.436546255,82502.3538882503,1767727.38225412,1.52149999505446
2008,"E10000017","Lancashire",1163352,873368.773575895,368669.018942581,61769,59453.280562303,427088.799536927,85467.601616621,1875816.47423433,1.6124238186158
2009,"E10000017","Lancashire",1164141,886092.001284314,419628.564104876,69996,94775.0235877367,410612.73984112,87863.6741002233,1968968.00291827,1.6913483872815
2010,"E10000017","Lancashire",1167579,914789.076475093,481688.891237756,89800,66400.0096960265,457268.641506404,90365.915434592,2100312.53434987,1.79886117714508
2011,"E10000017","Lancashire",1171558,922057.483821542,458540.882397462,13398,123555.731643508,399725.077520966,91668.533842927,2008945.70922641,1.71476419368602
2012,"E10000017","Lancashire",1175370,950027.648113203,459977.59532875,10713,9421.57719409716,486014.964533281,84772.7995012493,2000927.58467058,1.70238102441834
2013,"E10000017","Lancashire",1178594,965085.505313496,369390.444171503,5386,318802.880765143,217542.934904221,159137.809031581,2035345.57418595,1.72692680786254
2014,"E10000017","Lancashire",1182605,966833.934002484,392484.733388446,4554,268214.98981861,217931.630854588,163452.086148184,2013471.37421231,1.70257302667612
2015,"E10000017","Lancashire",1188875,979789.841386614,381657.125957669,2816,204318.999238943,230515.727253769,155819.112149628,1954916.80598662,1.64434175669151
2016,"E10000017","Lancashire",1195418,1006782.42538706,340550.488886443,2697,153729.580848771,234376.46538342,155110.138514135,1893246.09901983,1.5837523770094
2017,"E10000017","Lancashire",1201855,1042335.74670351,321106.806896778,3501,105705.832760482,247476.85422575,153224.927336318,1873351.16792284,1.55871645741195
2018,"E10000017","Lancashire",1210053,1057631.17208353,308248.420027533,1274,73578.1514289528,270073.376851098,153466.669740372,1864271.79013149,1.54065300456384
2002,"E08000035","Leeds",716380,127241.007444144,143867.226611644,NA,309191.529089346,241464.640159584,53364.2931909159,875128.696495634,1.22159844844305
2003,"E08000035","Leeds",717592,148325.094502209,135392.232113668,NA,370182.108267968,226815.806576937,58078.8249591831,938794.066419966,1.30825603744184
2004,"E08000035","Leeds",723042,163745.668412299,226378.370124429,NA,406401.851218866,216776.214779824,58995.6865443418,1072297.79107976,1.48303665773186
2005,"E08000035","Leeds",735054,209372.544020234,238060.739371312,NA,400696.39344423,258338.736962544,61579.9631598554,1168048.37695817,1.58906471763731
2006,"E08000035","Leeds",736204,565432.043306423,270585.193437307,NA,53375.3814535929,276509.856746357,57132.3478662914,1223034.82280997,1.66127163504949
2007,"E08000035","Leeds",738560,663962.276419945,265053.141444917,NA,48794.4974216347,290754.789865069,58214.2945459642,1326778.99969753,1.79644037004107
2008,"E08000035","Leeds",741665,627632.062686638,279797.357302351,51488.0132006556,44222.3608047988,317675.628615547,60413.4503028087,1381228.8729128,1.86233524962456
2009,"E08000035","Leeds",743885,655732.870830863,312981.705231645,49367.8099560112,69392.9799541046,300645.291378759,62023.2791554632,1450143.93650685,1.94941951579457
2010,"E08000035","Leeds",747571,649444.048500919,359114.295573084,69851.9096492925,47874.0389038741,329688.271509512,63734.6853336142,1519707.2494703,2.03286008883477
2011,"E08000035","Leeds",750683,638205.182556476,349108.408879796,2282,90554.1046808098,292955.961617979,64929.4988046446,1438035.15653971,1.91563570313928
2012,"E08000035","Leeds",757566,617403.300073916,358666.89076535,461,6864.89721691064,354128.444474796,60633.6702794337,1398158.20281041,1.84559259894241
2013,"E08000035","Leeds",760894,637245.164199225,312776.323873522,300,219025.122742646,144925.954140237,111402.224120741,1425674.78907637,1.87368383648231
2014,"E08000035","Leeds",765430,648596.353768331,312490.501465896,0,181782.31506435,158831.282478622,113557.411813029,1415257.86459023,1.84897098962704
2015,"E08000035","Leeds",773213,654767.308721338,303979.905230758,0,132250.94615804,165153.816018643,108373.911773047,1364525.88790183,1.76474773173993
2016,"E08000035","Leeds",781087,632488.119328112,289723.435677171,0,100023.932828183,151267.864196251,108068.250322763,1281571.60235248,1.64075397792113
2017,"E08000035","Leeds",784846,659136.517183311,270734.516439066,0,70715.6371450802,162313.041008047,106591.492221835,1269491.20399734,1.61750356630134
2018,"E08000035","Leeds",789194,672512.490119464,258961.759246345,0,4989.8311017863,237355.810142513,106573.200429788,1280393.0910399,1.62240601302075
2002,"E06000016","Leicester City",285295,57193.5245678887,71456.3739775639,NA,162993.583488025,96254.5339082335,16989.7124607475,404887.728402459,1.41918971030848
2003,"E06000016","Leicester City",288648,82626.6576007642,69988.4227027888,NA,195263.991142834,88797.3850441797,18391.6116814817,455068.068172049,1.57655022093362
2004,"E06000016","Leicester City",294127,91871.4283862319,116099.562938341,NA,215857.344795164,85940.7221342096,19000.0769316429,528769.13518559,1.79775789093007
2005,"E06000016","Leicester City",301543,94261.8012789478,114273.445232777,NA,218928.755171375,102787.508043553,20550.4510373918,550801.960764044,1.82661166322562
2006,"E06000016","Leicester City",306548,265409.285568581,119785.281544374,NA,27775.274756481,143888.8255094,19340.6752031124,576199.342581949,1.87963823799845
2007,"E06000016","Leicester City",311303,285430.335445304,129134.964642796,NA,25621.7057330452,152673.772483947,19892.6875941028,612753.465899195,1.96835066125028
2008,"E06000016","Leicester City",315473,262043.377901545,136946.052723932,27371,23626.5274610532,169726.028357558,20450.3711639036,640163.357607991,2.02921757997671
2009,"E06000016","Leicester City",319708,306749.12727491,155685.464640077,25806,37484.1239008185,162401.564538014,21156.0462046469,709282.326558466,2.2185316806538
2010,"E06000016","Leicester City",324912,305174.105075559,187535.562492442,38837,26073.3713744234,179557.30747348,21898.3900387957,759075.736454701,2.33625023530895
2011,"E06000016","Leicester City",329627,311752.113584521,175064.875012152,1272,49885.4019198988,161387.037181347,23444.7930806265,722806.220778545,2.19280041009549
2012,"E06000016","Leicester City",332067,306685.585498539,181023.351430982,1207,3818.90876924352,197020.991543334,21801.2027551702,711557.039997269,2.14281166149382
2013,"E06000016","Leicester City",334631,322085.175543553,149205.984523956,171,136884.316544716,90739.9985996851,37306.0784805374,736392.553692447,2.20061068368575
2014,"E06000016","Leicester City",338491,334281.4232526,149980.11844713,148,111956.639531318,98120.1308139646,38997.4632598454,733483.775304858,2.16692253355291
2015,"E06000016","Leicester City",344036,343760.823396256,143966.686873815,106,80893.9374861479,102992.085847861,37319.4067501549,709038.940354234,2.06094403014288
2016,"E06000016","Leicester City",349513,338014.279309785,140155.544930996,0,64742.0855670354,96493.6928969959,37250.6553528395,676656.258057652,1.93599739654219
2017,"E06000016","Leicester City",353540,337430.344775698,132676.512480313,0,49974.6483226954,104796.557146893,36703.3728695582,661581.435595157,1.87130575209356
2018,"E06000016","Leicester City",355218,330982.223358761,125945.393189429,0,39907.3100642802,110086.457586699,36541.6866398398,643463.070839009,1.81145964123161
2002,"E10000018","Leicestershire",614065,77420.6730183865,67338.1672007318,NA,136369.908864768,203394.576576384,36568.4213961301,521091.7470564,0.848593792279971
2003,"E10000018","Leicestershire",617968,86185.2745774405,73931.1047947568,NA,184722.282304243,193521.504008279,39374.696819593,577734.862504312,0.934894464607086
2004,"E10000018","Leicestershire",622134,94254.1520521408,107342.102020834,NA,214178.522763278,186157.938639582,40188.7411281207,642121.456603956,1.03212725329906
2005,"E10000018","Leicestershire",624852,102951.984515486,117105.285175219,NA,205780.393928375,223302.213419081,42584.2763108955,691724.153349056,1.10702078788106
2006,"E10000018","Leicestershire",629556,388775.142755502,125711.893980551,NA,26178.9981164162,135613.168601316,39719.8419763647,715999.04543015,1.1373079526367
2007,"E10000018","Leicestershire",634555,420359.833170561,135705.800653734,NA,23974.3193237216,142857.214789291,40548.9326356504,763446.100572959,1.20312045539466
2008,"E10000018","Leicestershire",639236,422411.851319358,147502.52584543,22118,22301.0471010001,160204.860742985,41438.1372140534,815976.422222827,1.27648696603888
2009,"E10000018","Leicestershire",642255,445332.203551202,170310.395165002,23466,35329.7401689047,153072.566646321,42499.9576337329,870010.863165162,1.35461905810801
2010,"E10000018","Leicestershire",646292,446384.855337733,183214.575338447,27815,24654.6812069694,169782.818121986,43558.7306561573,895410.660661292,1.38545836968629
2011,"E10000018","Leicestershire",651179,441919.524416553,182502.552714243,1763,44464.8862131979,143852.17372276,46315.2500051552,860817.387071909,1.32193665193735
2012,"E10000018","Leicestershire",656182,465406.517677465,185199.35341568,1717,3413.193039416,176017.658294525,43080.3326626648,874834.05508975,1.33321861174148
2013,"E10000018","Leicestershire",660917,270203.771882219,129738.822289684,1063,110042.112974542,73846.230981314,73681.8210838844,658575.759211643,0.996457587278952
2014,"E10000018","Leicestershire",666682,243265.379191441,129104.894406557,695,93792.6911971602,78108.1072150089,76808.2661016105,621774.338111777,0.932640056446367
2015,"E10000018","Leicestershire",673410,248982.947230152,121989.554534106,481,73289.4036453943,83162.881282215,73048.3487182207,600954.135410088,0.892404531281222
2016,"E10000018","Leicestershire",680466,257290.684323079,117910.936826428,357,49055.6944246947,81005.9896737666,72523.2092806999,578143.514528668,0.849628805155097
2017,"E10000018","Leicestershire",690212,272717.789128031,102464.187464112,406,27091.9532729089,92423.3040602792,71655.5648442707,566758.798769601,0.821137271982523
2018,"E10000018","Leicestershire",698268,273116.927791596,94116.5397293957,522,13379.5484799892,96800.6284483019,71831.6370415566,549767.281490839,0.787329909849569
2002,"E09000023","Lewisham",253662,80251.7774654719,86875.0569677026,NA,194344.112116834,82071.8331312322,34933.6728114891,478476.45249273,1.88627564433273
2003,"E09000023","Lewisham",251936,177798.954216446,95698.8745490253,NA,223256.483903794,79009.6574343895,36876.4731557252,612640.44325938,2.43173045241403
2004,"E09000023","Lewisham",252455,189392.455827132,151092.241590237,NA,245275.219225641,76721.4279228493,38145.8994501347,700627.244015994,2.77525596251211
2005,"E09000023","Lewisham",254930,167235.894129266,174241.136743419,NA,249287.727898184,89713.0822700172,39913.9412308191,720391.782271706,2.82584153403564
2006,"E09000023","Lewisham",257976,336065.62470457,194026.080184132,NA,31852.6505555208,165010.540847545,33997.1509541217,760952.047245889,2.94970093049698
2007,"E09000023","Lewisham",261188,362715.538629693,205474.972487328,NA,29107.5175173813,173443.48108481,34856.1506430191,805597.660362232,3.08435939002646
2008,"E09000023","Lewisham",266508,335159.350157402,217007.126195812,17904,26066.2234252469,187245.85701946,35932.2956580132,819314.852455934,3.07425988133915
2009,"E09000023","Lewisham",270418,398483.641547837,240790.479281454,18583.918178872,40665.1385580076,176180.297587916,36893.8393328426,911597.31448693,3.37106743813995
2010,"E09000023","Lewisham",272525,399683.110050307,261093.454204214,33808.4577190707,27877.1396211249,191980.079773045,37685.1109936804,952127.352361442,3.49372480455533
2011,"E09000023","Lewisham",276938,441126.906025627,261159.541360881,1194.02436824502,53212.6564224569,172151.537237975,38066.4869950991,966911.152410284,3.49143545634865
2012,"E09000023","Lewisham",280705,396001.581779415,267207.459730987,1139.77778852939,4030.4422028942,207901.317629323,35527.4469519366,911808.026083085,3.24827853470043
2013,"E09000023","Lewisham",284956,406751.042240543,242644.297428511,134,132109.258451186,115064.519417145,66346.3479268919,963049.465464277,3.37964270085303
2014,"E09000023","Lewisham",290284,411206.044791916,242938.024830088,126,108290.472375219,120069.121557983,68111.3761363506,950741.039691557,3.27520993127956
2015,"E09000023","Lewisham",294999,401778.122794202,239552.631087709,0,79566.1108979766,124269.284996879,65142.2413878963,910308.391164663,3.08580161683485
2016,"E09000023","Lewisham",298903,383636.593232873,237962.124154314,0,65338.162639163,119546.116439647,64916.075917205,871399.072383202,2.91532394249373
2017,"E09000023","Lewisham",301307,391277.618071885,228349.6187818,0,46159,168334.159296752,64258.4135891883,898378.809739625,2.98160616825903
2018,"E09000023","Lewisham",303536,395594.526721648,210697.983966094,0,0,216976.018989576,58213.06177885,881481.591456168,2.9040429848722
2002,"E10000019","Lincolnshire",655580,79510,119302,NA,207164,210944,34305,651225,0.993357027365081
2003,"E10000019","Lincolnshire",663197,119856,124292,NA,255793,205430,36916,742287,1.11925566611429
2004,"E10000019","Lincolnshire",672415,141745,153834,NA,289373,199097,37928,821977,1.22242513923693
2005,"E10000019","Lincolnshire",677324,143231,162962,NA,284460,240190,40041,870884,1.28577165433382
2006,"E10000019","Lincolnshire",685414,492328,181920,NA,36287,187991,35634,934160,1.36291350920757
2007,"E10000019","Lincolnshire",693739,513547,202459,NA,33931,202183,36693,988813,1.42533863599999
2008,"E10000019","Lincolnshire",700780,501470,209162,34855,32306,232076,38077,1047946,1.49539941208368
2009,"E10000019","Lincolnshire",705599,524062,253833,56593,51936,225017,39402,1150843,1.63101563352556
2010,"E10000019","Lincolnshire",711805,493212,275175,51299,36638,252308,40762,1149394,1.61475966030022
2011,"E10000019","Lincolnshire",714768,418547,263219,2220,69271,224099,42863,1020219,1.42734285810221
2012,"E10000019","Lincolnshire",719184,365623,255292,2576,5274,272023,39819,940607,1.30788087610403
2013,"E10000019","Lincolnshire",724523,349182,208367,1378,180269,124511,64772,928479,1.28150383079626
2014,"E10000019","Lincolnshire",731886,352175,205086,2135,150573,129276,69079,908324,1.24107306329128
2015,"E10000019","Lincolnshire",737350,350333,197134,1060,112885,132863,65898,860173,1.16657354038109
2016,"E10000019","Lincolnshire",744811,355459,197182,790,82726,128431,65562,830150,1.11457806074293
2017,"E10000019","Lincolnshire",751171,378128,181111,1564,55972,139675,64740,821190,1.09321312989985
2018,"E10000019","Lincolnshire",755833,376035,167515,0,0,219949,64740,828239,1.09579629362571
2002,"E08000012","Liverpool",443784,149118.973139507,209470.205236846,NA,329697.223138512,152026.331619223,41028.7994110506,881341.532545139,1.98596959905075
2003,"E08000012","Liverpool",444960,190457.215340464,227260.164703819,NA,384942.405673057,139427.829237297,43803.3008793326,985890.91583397,2.21568436676099
2004,"E08000012","Liverpool",448091,211074.438835092,270881.122931924,NA,411510.829136638,133722.350511475,44323.0606980984,1071511.80211323,2.39128168633877
2005,"E08000012","Liverpool",452278,204607.586265519,309051.41836815,NA,411275.95016446,159770.624322486,46230.536894713,1130936.11601533,2.5005331146227
2006,"E08000012","Liverpool",453055,449802.524028656,320468.991936805,NA,55806.4084256902,289101.465121718,41544.4896012699,1156723.87911414,2.55316435998751
2007,"E08000012","Liverpool",453582,464860.109786534,336147.012227507,NA,50884.7733812555,303206.649978245,42347.9634426451,1197446.50881619,2.63997801680002
2008,"E08000012","Liverpool",454468,429013.275583558,336725.27675685,71703,45593.3386599768,327516.170354212,43608.3992133497,1254159.46056795,2.75962105267686
2009,"E08000012","Liverpool",457523,432800.657092137,364725.440128923,76091,71279.0348034574,308818.923728066,44799.7920445491,1298514.84779713,2.83814113781631
2010,"E08000012","Liverpool",461403,433315.800848816,362414.957207708,101203,49011.0896989757,337521.326973142,46069.1396145946,1329535.31434324,2.88150556962836
2011,"E08000012","Liverpool",465656,425898.003023088,366911.730289621,17785,94253.2738385104,304923.900781448,46460.3799619053,1256232.28789457,2.69776892790938
2012,"E08000012","Liverpool",470191,414174.119844522,376144.174971366,1433,7132.62176185984,367935.230514179,43061.603804409,1209880.75089634,2.57316867165968
2013,"E08000012","Liverpool",471789,439794.234214477,336157.849980153,282,241024.518643252,162828.761855947,87947.2966135333,1268034.66130736,2.68771561292731
2014,"E08000012","Liverpool",474569,452878.428407237,314725,186,196983.515856648,165845.119935589,90260.3574509095,1220878.42165038,2.57260466159902
2015,"E08000012","Liverpool",480873,455026.032300312,299860,130,141812.091758496,162817.724820837,86567.131339207,1146212.98021885,2.38360852079208
2016,"E08000012","Liverpool",487605,463931.651683799,286597,89,115140.293036555,163161.900910956,86712.6306855023,1115632.47631681,2.2879840779254
2017,"E08000012","Liverpool",491549,477326.257178648,276113,118,4740.54702309742,265777.537746017,85922.7617306301,1109998.10367839,2.25816369004594
2018,"E08000012","Liverpool",494814,482158.188156841,269647,123,4189.90608299691,274963.655861117,86114.2182922073,1117195.96839316,2.25780994149956
2002,"E06000032","Luton",185631,30599.5702279431,28651,NA,93967.0511897857,60938.6230361969,11229.7651863619,225386.009640288,1.2141614797113
2003,"E06000032","Luton",185016,39121.8865771954,31930,NA,113554.303578614,58467.1094975538,12138.2993497921,255211.599003156,1.37940285706726
2004,"E06000032","Luton",183563,40218.6647739036,54361,NA,127609.222215931,56329.6579419077,12356.8478487441,290875.392780486,1.58460796990944
2005,"E06000032","Luton",185392,42701.6753515214,59851.6384744005,NA,127502.358915204,66920.8299151269,13087.4789369343,310063.981593188,1.67247767753294
2006,"E06000032","Luton",187312,164573.57219398,64734.6203865814,NA,13583.6719331182,70369.4386693948,12621.2788266149,325882.582009689,1.73978486167298
2007,"E06000032","Luton",189742,177277.170956777,68803.5212300066,NA,12629.4105168086,75255.3977812551,13059.4295326213,347024.930017469,1.8289304951854
2008,"E06000032","Luton",192084,172674.458909172,72196.4434852943,10259,11798.5799433807,84756.0552177612,13431.8434323009,365116.380987909,1.90081621055324
2009,"E06000032","Luton",195449,184454.596700556,90731.8447716064,11306,18746.597201733,81218.0771013643,13461.1070454523,399918.222820712,2.04615128663084
2010,"E06000032","Luton",199583,189384.475892983,97794.8470138585,14116,13137.4454482416,90473.3805921344,13986.7286806293,418892.877627847,2.09884047052027
2011,"E06000032","Luton",203641,186414.290710958,102999.668439943,545,24652.9125606644,79755.9306266964,14490.8906202147,408858.692958477,2.00774251235496
2012,"E06000032","Luton",205498,184632.436836425,104893.472736357,592,1886.79888159011,97325.1462708461,13438.3999051978,402768.254630415,1.95996191997205
2013,"E06000032","Luton",207404,193293.4808629,92887.5040853418,122,66552.682199921,43118.3213180561,22915.2329355986,418889.221401817,2.01967764074858
2014,"E06000032","Luton",210173,202745.492375603,92725.7741013492,74,54344.135723609,41447.338830064,23607.1349230084,414943.875953634,1.9742967743413
2015,"E06000032","Luton",213581,202600.027198459,89249,47,39169.9878735948,48329.1547492405,22480.1255790355,401875.295400329,1.88160602019997
2016,"E06000032","Luton",215914,205687.827146139,87241,83,30326.0273894527,48384.4743423251,22294.5431236101,394016.872001526,1.82487875729006
2017,"E06000032","Luton",214658,207927.414459825,86276.03,0,22235.3658170328,46887.2871471562,21772.3158621727,385098.413286187,1.79400913679521
2018,"E06000032","Luton",214109,212727.330054472,86483,342,16854.5822319964,51548.9813098913,21562.9077999456,389518.801396305,1.81925468521316
2002,"E08000003","Manchester",428221,119685.123395796,171688.242415427,NA,316987.666621222,146142.379327318,34574.1734795384,789077.585239302,1.8426877365643
2003,"E08000003","Manchester",436727,181402.285690481,175294.150864173,NA,374632.255559954,125464.362221815,37736.9714782622,894530.025814686,2.04825904012046
2004,"E08000003","Manchester",444925,241385.669920055,275835.531308143,NA,402843.698289088,128190.183030742,39043.4359498492,1087298.51849788,2.44377933021942
2005,"E08000003","Manchester",455745,262264.282946349,282444.219776877,NA,411483.669831575,156624.234829206,41443.8218641956,1154260.2292482,2.53268873876445
2006,"E08000003","Manchester",463749,506304.435557612,312230.761177031,NA,55563.3239836422,287842.192090649,39647.2655677585,1201587.97837669,2.59103087742872
2007,"E08000003","Manchester",470538,509973.472219667,310794.635770769,NA,51230.2433708058,305270.061227521,40808.9955518681,1218077.40814063,2.58869083504548
2008,"E08000003","Manchester",477408,476440.256124507,301092.388433695,54997.4914345649,46468.2063143343,333807.183973173,42405.014545381,1255210.54082565,2.62921974668555
2009,"E08000003","Manchester",483784,475831.450852383,302325.737639843,61636.2935625094,73135.6733471398,316862.487734641,43796.9505858893,1273588.59372241,2.6325562518033
2010,"E08000003","Manchester",492598,454402.453184093,321255.055734358,87979.3649293853,50516.2776920184,347887.306713662,45419.4342697404,1307459.89252326,2.65421275060649
2011,"E08000003","Manchester",502902,462044.503774132,332869.688023249,15582,96395.1581962519,311853.789131246,46532.2548579608,1265277.39398284,2.51595220138882
2012,"E08000003","Manchester",510501,462997.691651702,342323.71792608,2231,7277.96951554707,375452.985910519,43509.364940547,1233792.7299444,2.41682725390233
2013,"E08000003","Manchester",513665,502675.265999944,293094.736073338,261,242706.252576309,150666.098385818,84665.305934392,1274068.6589698,2.48034936966661
2014,"E08000003","Manchester",518834,455300.837583508,305466.742285238,192,198186.177260512,155874.09083327,86830.4646970118,1201850.31265954,2.31644478322458
2015,"E08000003","Manchester",529809,461729.470949163,283301.554808848,109,144177.206069171,149420.794739103,83889.1775914963,1122627.20415778,2.11892814987624
2016,"E08000003","Manchester",541319,469486.991018914,272597.666814104,54,119498.984074979,171224.169127071,84429.0886486261,1117290.89968369,2.06401567224445
2017,"E08000003","Manchester",545501,451506.188461194,257848.933188128,0,38763.3679242418,353464.049358314,48498.6970597031,1150081.23599158,2.10830270887053
2018,"E08000003","Manchester",547627,435871.848322654,245898.676752108,0,3882.06907137212,354619.228530927,83338.3148690752,1123610.13754614,2.05178002097438
2002,"E09000024","Merton",190561,43981.0976243891,40386.393940844,NA,72512.4574910552,63162.2861182232,26243.5667330155,246285.801907527,1.2924250077798
2003,"E09000024","Merton",189298,96227.7581261308,46330.5593578584,NA,86591.1205148146,59634.4525792863,27707.9997119604,316491.89029005,1.67192411060894
2004,"E09000024","Merton",188908,96455.3908157568,72395.587183175,NA,96437.76628103,58064.8356619977,28543.9606002102,351897.54054217,1.86279850796244
2005,"E09000024","Merton",190583,99673.1803782919,70441.9545207354,NA,97149.5831562377,68984.5370739681,29839.2447400981,366088.499869331,1.92088748665585
2006,"E09000024","Merton",192520,202336.753481424,72120.1401256281,NA,14048.424399746,72774.6528513094,25371.0868518293,386651.057709937,2.00836826153094
2007,"E09000024","Merton",194260,210158.450274148,79175.418470176,NA,12834.0269879416,76474.8403431064,25924.4522103347,404567.188285707,2.08260675530581
2008,"E09000024","Merton",195859,195905.566495109,84564.1959512867,7254,11495.3418653302,82579.7741042459,26406.9502427049,408205.828658677,2.08418213438584
2009,"E09000024","Merton",198136,226192.824648219,102387.860375087,7675.45572516989,17911.5261311355,77600.5727018151,27032.2158660004,458800.455447427,2.31558351560255
2010,"E09000024","Merton",199136,238828.562201552,99859.0344607297,10169.7910406196,12260.6367841201,84437.0291851573,27536.7847457575,473091.838417936,2.37572231247959
2011,"E09000024","Merton",200543,272345.028331603,100175.801028155,890.537065628265,22364.3588237395,72351.2940091831,27565.6193857765,495692.638644085,2.47175238549381
2012,"E09000024","Merton",202047,234963.247091379,108456.397090422,136.12098052759,1693.96393284111,87407.3009567047,25572.0919623731,458229.122014247,2.2679333126166
2013,"E09000024","Merton",203637,234992.367736554,97425.5431977207,177,52338.6223249347,46666.52938892,47412.8330436576,479012.895691787,2.35228811901465
2014,"E09000024","Merton",204598,219379.155793418,107508.04764364,37,44378.8685253925,57756.0532255318,48006.2674303271,477065.392618309,2.33172070410419
2015,"E09000024","Merton",205965,197744.4901044,103132.456645548,40,34552.7696571912,58324.8838585289,45481.5838272606,439276.184092928,2.13277102465433
2016,"E09000024","Merton",206706,196744.72158792,94057.2617686731,0,26551.6868866851,55775.8280270647,44892.6320195574,418022.130289901,2.02230283731435
2017,"E09000024","Merton",206052,199527.582435998,89148.4445272445,56,14963,91737.2500055241,43943.800299626,439376.077268393,2.13235531452445
2018,"E09000024","Merton",206186,196337.086647481,80349.2291129654,0,0,105801.009393893,39542.9812474763,422030.306401816,2.04684268767916
2002,"E06000002","Middlesbrough",140090,30069.2536370255,35595.90268868,NA,87180.6634823311,47767.1906861798,11318.4433187666,211931.453812983,1.5128235692268
2003,"E06000002","Middlesbrough",139050,49144.8337151819,41474.8379938133,NA,96008.3340584843,42765.104313323,11937.8166512482,241330.926732051,1.7355694119529
2004,"E06000002","Middlesbrough",138451,46495.6818140727,67557.117433077,NA,101189.572647162,40557.7743166672,11862.1220615515,267662.26827253,1.93326352480322
2005,"E06000002","Middlesbrough",138517,57812.7336788913,72924.2850853025,NA,101158.097002535,50180.1982489643,12753.551220323,294828.865236016,2.12846701297325
2006,"E06000002","Middlesbrough",138169,124088.426167438,75034.9432057215,NA,14190.1699621371,73508.3432898612,11363.5464871687,298185.429112326,2.15812106270094
2007,"E06000002","Middlesbrough",138190,129421.703091496,74253.0928134634,NA,12982.8217083366,77361.6663177122,11551.833563162,305571.11749417,2.21123900060909
2008,"E06000002","Middlesbrough",137885,118502.52737399,77854.9887980678,18127,11824.9357443472,84944.2421888377,11870.0167983923,323123.710903635,2.34342902348794
